enrollment_id,username,course_id
1124,61ysO1Pg5Q6bsn73gkzoQt72GbhUHgNd,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
1248,T6EWQ7jVP89JlHzj41KN1gEtGYevpSQM,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
1585,k3YRNSEUtBfnCzCI2ffYAi1qqoCc9d8W,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
1736,UaSh8dwx8gnofYbXlmpqj9uYDbpJ89pX,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
1758,yZ9FndAKqVsKwZtO1B2JJJblefdbhZ02,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
1845,oaoj9be4jW2Hot8wYgYrzLRvB0RU4KYy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi
1888,lbgTV2YMskSv2TX4EXpaazpMVWfsftEV,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi
1891,s6iksgptFmyh2vfiarKdJkiKnp6RLi3f,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi
1967,viuKt4GgrX0rYL5EpHoxJbsiC9TblSuk,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6
1980,viuKt4GgrX0rYL5EpHoxJbsiC9TblSuk,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ
2109,HAAyQYNYY3ULmqhNC56bxv5FSwyMVoqP,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6
2148,Hoitr98hXhrf7xDGgACEFamKhiarA3wg,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
2153,3IgwuZBiVdgdYRQ9ySaEvpMizbjCJFS0,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6
2156,oNf6qoW6E6dhoPJKSUjvElFlUKN9drLY,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
2304,dNx7yBBYuWpRM4BeMNLD1yOnUwcueGfB,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
2327,ZFpXjzvya7Y5x9HmUsgToer6v1L16WM2,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
2439,CUbueK74RGsaWBcRtztdoMN84Z7TxEjm,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
2549,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
2560,oJ9j9ejTgKixczg3tSE8Sg8DPI7YQpJq,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6
2579,FcPFK6OTsUF1j3uNGabdzGTvbY8kcO3D,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ
2606,hjUSUM6roI2mLGkMAqBjE0uxFRBSMYHJ,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6
2610,4cRZxyVNjv13lU3nu2aK2rwyndExVCGa,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6
2927,BCPOhUa2LrfH93ebCE15VbF0VEWEyi7T,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
2964,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ
3019,J8NkUmSvsrLHkKNXPhFg7o0pG3K7Aywh,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ
3245,Hj4fYYa64lvHLVeQZBqs9EQ1OtgHTvl6,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
3264,s6iksgptFmyh2vfiarKdJkiKnp6RLi3f,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6
3284,CKlck1NtRiTrxKTlx9u8mNsXnR4Cg2LR,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ
3370,CfeENerIdAGepleePWSt0SV88ctt0Tmw,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
3468,zeUi2UnQZPPF6bRQXw2s8LZ41ZOdqRAa,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ
3469,zeUi2UnQZPPF6bRQXw2s8LZ41ZOdqRAa,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6
3741,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
3873,2gXHY5qLgY96Nt3kImmboPawcy43EQXt,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ
3906,futHw5ylJYoore6oNuefdx05Xc1Es6E8,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
3946,b42x9fEviD2KrosQFgO4BDKrSzPFH9d9,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ
3947,b42x9fEviD2KrosQFgO4BDKrSzPFH9d9,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
3950,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv
4024,UInMBEH8f1h2vxXVslRsWyLOTv8ggYq3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi
4133,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi
4134,bRG3KNKPz8MtEb5G1Duc4i5IiNMa8ZLU,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi
4220,EReWp6ilgaQY61GGX2jAkIc5IQisheJq,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
4395,C6xrhZPOmVH2gCVNP26gSSPka2CcwgB5,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4495,G4MfAXnz0EbVaCbavnksnUIxHSPSMOp9,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
4511,C6xrhZPOmVH2gCVNP26gSSPka2CcwgB5,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
4711,3IgwuZBiVdgdYRQ9ySaEvpMizbjCJFS0,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
5063,M4qxCm572dyAklYyW6rlwVA2xGuuy2h9,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
5092,EiO5bky9R1Iqlpv4ItUpPBUgGb1eJItE,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
5314,SFbTZDEo0JTOG7VHfxeJz2kz3qSzlHq4,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
5357,SFbTZDEo0JTOG7VHfxeJz2kz3qSzlHq4,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
5375,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
5382,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
5525,YAsCREgt5tIqJEvOtaek3jtgsLn87nEr,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
5595,SFbTZDEo0JTOG7VHfxeJz2kz3qSzlHq4,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
5606,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
5664,GMzSpgZQ6jzVsfHn8W8i83JsYNxnP00b,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
5671,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
5678,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
5855,M4qxCm572dyAklYyW6rlwVA2xGuuy2h9,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
5888,syrttArug8Mpzs9L0IHsvBtATawYF9J2,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
5932,EReWp6ilgaQY61GGX2jAkIc5IQisheJq,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
5933,EReWp6ilgaQY61GGX2jAkIc5IQisheJq,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz
6018,cJcuhtji0eqLhfXtnFSDlw6v5huTlvOS,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
6071,Hj4fYYa64lvHLVeQZBqs9EQ1OtgHTvl6,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
6193,FixP7IuJ80KsWtzMzcQsJZKOjLxDKZgC,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
6228,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
6235,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
6236,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
6266,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
6451,NqKjMSY6eOZQ1uSyzlPrquJVqzjvSO7O,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
6588,FixP7IuJ80KsWtzMzcQsJZKOjLxDKZgC,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
6689,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
6691,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
6692,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
6694,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
6706,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
6712,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
6759,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
6860,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
6878,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
6879,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
6897,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
7217,UaSh8dwx8gnofYbXlmpqj9uYDbpJ89pX,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
7290,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
7291,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
7937,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
8171,Agc8I1aREEPfi2PqA7NK0aenTcuvE1HC,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
8368,yZ9FndAKqVsKwZtO1B2JJJblefdbhZ02,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
8506,yZ9FndAKqVsKwZtO1B2JJJblefdbhZ02,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
8917,5vUuq5ZeDCNce4LmvH0naoUjpb3qbNOp,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9046,cYibpCaMUGq0WjgUWfTv0iIvJ7QbFj5E,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
9153,XDPvGyFLLEYwbNEQik2MM4yiADs5rrYJ,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
9155,XDPvGyFLLEYwbNEQik2MM4yiADs5rrYJ,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
9236,8fvsCrC8dcOje6DxrGntnTxmufYXJCrq,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
9249,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9381,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
9431,cWykzNKAq5sFQBA059QN4Jx74YGPkfwB,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
9589,oJ9j9ejTgKixczg3tSE8Sg8DPI7YQpJq,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
9798,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
9799,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9815,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
9821,61ysO1Pg5Q6bsn73gkzoQt72GbhUHgNd,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
9989,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
10007,FELnhQR0c7GZZX82ioYJEZsqujOrfyf7,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
10017,FELnhQR0c7GZZX82ioYJEZsqujOrfyf7,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
10022,syrttArug8Mpzs9L0IHsvBtATawYF9J2,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
10041,syrttArug8Mpzs9L0IHsvBtATawYF9J2,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
10093,5IM8g7YMOYo5qH7Yu3x31T3JkVOH9iqe,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz
10606,BOBLP6pTmRtpQ8LtVgJyutFMDL3q6xno,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
10646,teqJGecOr4a6oVYU1O9bgvPkX5ZSKA8N,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
10658,teqJGecOr4a6oVYU1O9bgvPkX5ZSKA8N,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
10711,l5LfU8gApOG72AnBkdAbfOLQLwFH7Zo2,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
10797,BEEx400Zym1Adj0LXV9O094DcgDYxMgU,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
11049,w0ZedS6yzDUKJT3yGrp9CDoxetDDlx17,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
11155,kQ63n93d5CTXewyEhcoySFeLgYStuYpO,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
11193,5vUuq5ZeDCNce4LmvH0naoUjpb3qbNOp,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
11230,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
11296,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
11307,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
11334,ykaUPJW4Nc9r2mv4b25QxgdHgIcQ63RQ,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
11432,2gXHY5qLgY96Nt3kImmboPawcy43EQXt,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
11488,g3902agYIRHzac78MKVZlvljLMXXNpQ7,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
11593,wmwDf7eIRrKPL0l8cNmMygnEPd5vzoqs,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
11595,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
11650,ilWzYGLWBh9DSc1MV8g2C4Go5wDNgUHX,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
11662,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
11665,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
11666,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
11691,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
11693,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
11706,a4RYqILKcnu8c617gYSbD0KQIm9DqZnc,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
11712,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
11787,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
11829,ilWzYGLWBh9DSc1MV8g2C4Go5wDNgUHX,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
11854,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
11928,syrttArug8Mpzs9L0IHsvBtATawYF9J2,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
11999,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
12054,g3902agYIRHzac78MKVZlvljLMXXNpQ7,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
12169,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
12237,nOWqKetxGFQ9o73UNfcoh0XyCt3ITawR,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
12325,g3902agYIRHzac78MKVZlvljLMXXNpQ7,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
12326,g3902agYIRHzac78MKVZlvljLMXXNpQ7,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
12416,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
12417,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
12418,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
12465,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
12467,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
12473,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
12507,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
12510,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
12527,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
12535,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
12594,g8m22R7W0Wo8v9RXY0TMbj5qf5RFgvht,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
12762,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
12835,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
12928,a4RYqILKcnu8c617gYSbD0KQIm9DqZnc,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
13029,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
13031,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
13036,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
13038,Ys5FH0nq7NeLEdwGoDUOp7Sz8iAMAB3d,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
13039,mFpiELMd2y5tbkdxs4m8pKS7gXHb7bIO,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
13040,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
13149,2oTvbzieHn2y5oozeOgSnruqE6N0BtR5,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
13183,IFqWOl32JJm0W3Ap2jxVCpJeXeLJlYDp,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz
13309,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
13464,nPRsjektHdbQkeAf1fIK4JbhrESPbPsA,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
13543,EiO5bky9R1Iqlpv4ItUpPBUgGb1eJItE,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
13637,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
13694,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
13695,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
13776,PUFh3BsQaDVIJMDvwsFTqkrgAzvjO9ME,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
13848,OkJ0lKmMXuQ2MGftQ8Isfw1JciMpapRC,1pvLqtotBsKv7QSOsLicJDQMHx3lui6d
13990,futHw5ylJYoore6oNuefdx05Xc1Es6E8,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
14077,TAT1t0HA0deInUIqMQU3qN2hNwJUolWn,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
14140,Bos3zEEnAcYzPXQktMkJJ0ak5mhGWCAf,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
14295,57qzgJAwfROYPxzSOrsA3G5DLHP95ajU,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
14314,zeUi2UnQZPPF6bRQXw2s8LZ41ZOdqRAa,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
14702,nPRsjektHdbQkeAf1fIK4JbhrESPbPsA,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
15118,Hj4fYYa64lvHLVeQZBqs9EQ1OtgHTvl6,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
15632,syrttArug8Mpzs9L0IHsvBtATawYF9J2,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
15758,DV9cmKY91lk8lKsMUmLIMP1KsHFcyZMK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
15770,DV9cmKY91lk8lKsMUmLIMP1KsHFcyZMK,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
15993,X2XXZYuDF6JxTO2GjiNfzkEyj4FQesn5,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
15996,X2XXZYuDF6JxTO2GjiNfzkEyj4FQesn5,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
16344,EFkTkZftT8UKiQGx6m8Gni8w9ocFq7gc,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
16610,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
16614,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
16759,NqKjMSY6eOZQ1uSyzlPrquJVqzjvSO7O,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
17537,b3FNzt9bW0DYxGtrDwfKBHrmIKO1If8w,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila
17993,Hoitr98hXhrf7xDGgACEFamKhiarA3wg,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO
